样本索引,源视频文件名,预测标签,真实标签,吸吮行为次数,吸吮行为时长(秒),手脚活动次数,手脚活动时长(秒),皱眉次数,皱眉时长(秒),总行为次数,总持续时间(秒)
1742,2024-11-28 110616,中性,微饿,0,0.0,0,0.0,0,0.0,0,0.0
1743,2024-11-28 110616,中性,微饿,0,0.0,0,0.0,0,0.0,0,0.0
1744,2024-11-28 110616,中性,微饿,0,0.0,0,0.0,0,0.0,0,0.0
1745,2024-11-28 110616,中性,微饿,0,0.0,0,0.0,0,0.0,0,0.0
1746,2024-11-28 110616,饥饿,微饿,1,3.0,0,0.0,0,0.0,2,3.0
1748,2024-11-28 110616,微饿,饥饿,1,3.0,1,44.0,0,0.0,4,47.0
1749,2024-11-28 110616,微饿,饥饿,1,3.0,1,44.0,0,0.0,4,47.0
1750,2024-11-28 110616,微饿,饥饿,1,3.0,1,44.0,0,0.0,4,47.0
1751,2024-11-28 110616,微饿,饥饿,1,3.0,1,44.0,0,0.0,4,47.0
1752,2024-11-28 110616,微饿,饥饿,1,3.0,1,44.0,0,0.0,4,47.0
1753,2024-11-28 110616,微饿,饥饿,1,3.0,2,59.0,1,5.0,8,67.0
1759,2024-11-28 110616,微饿,饥饿,0,0.0,4,32.0,1,5.0,12,39.0
1762,2024-11-28 110616,微饿,饥饿,0,0.0,4,32.0,1,5.0,12,39.0
1763,2024-11-28 110616,微饿,饥饿,0,0.0,3,17.0,0,0.0,8,19.0
1765,2024-11-28 110616,微饿,饥饿,0,0.0,6,34.0,1,3.0,12,34.0
1766,2024-11-28 110616,微饿,饥饿,0,0.0,4,22.0,1,3.0,8,22.0
1768,2024-11-28 110616,微饿,饥饿,0,0.0,3,17.0,1,3.0,6,17.0
1769,2024-11-28 110616,微饿,饥饿,0,0.0,4,28.0,1,3.0,8,28.0
1770,2024-11-28 110616,微饿,饥饿,0,0.0,8,52.0,5,22.0,19,54.0
1771,2024-11-28 110616,微饿,饥饿,0,0.0,8,52.0,5,22.0,19,54.0
1773,2024-11-28 110616,微饿,饥饿,0,0.0,8,52.0,5,22.0,19,54.0
1774,2024-11-28 110616,微饿,饥饿,0,0.0,5,35.0,4,19.0,13,37.0
1775,2024-11-28 110616,微饿,饥饿,0,0.0,5,35.0,4,19.0,13,37.0
1776,2024-11-28 110616,微饿,饥饿,0,0.0,5,35.0,4,19.0,13,37.0
1783,2024-11-28 110616,中性,饱腹,0,0.0,0,0.0,0,0.0,0,0.0
1784,2024-11-28 110616,中性,饱腹,0,0.0,0,0.0,0,0.0,0,0.0
1785,2024-11-28 110616,中性,饱腹,0,0.0,0,0.0,0,0.0,0,0.0
1786,2024-11-28 110616,中性,饱腹,0,0.0,0,0.0,0,0.0,0,0.0
1787,2024-11-28 110616,中性,饱腹,0,0.0,0,0.0,0,0.0,0,0.0
1788,2024-11-28 110616,中性,饱腹,0,0.0,0,0.0,0,0.0,0,0.0
1789,2024-11-28 110616,中性,饱腹,0,0.0,0,0.0,0,0.0,0,0.0
1790,2024-11-28 110616,中性,饱腹,0,0.0,0,0.0,0,0.0,0,0.0
1791,2024-11-28 110616,中性,饱腹,0,0.0,0,0.0,0,0.0,0,0.0
1792,2024-11-28 110616,中性,饱腹,0,0.0,0,0.0,0,0.0,0,0.0
1793,2024-11-28 110616,中性,饱腹,0,0.0,0,0.0,0,0.0,0,0.0
1794,2024-11-28 110616,中性,饱腹,0,0.0,0,0.0,0,0.0,0,0.0
1795,2024-11-28 110616,中性,饱腹,0,0.0,0,0.0,0,0.0,0,0.0
1796,2024-11-28 110616,中性,饱腹,0,0.0,0,0.0,0,0.0,0,0.0
1797,2024-11-28 110616,中性,饱腹,0,0.0,0,0.0,0,0.0,0,0.0
1798,2024-11-28 110616,中性,饱腹,0,0.0,0,0.0,0,0.0,0,0.0
1799,2024-11-28 110616,中性,饱腹,0,0.0,0,0.0,0,0.0,0,0.0
1800,2024-11-28 110616,中性,饱腹,0,0.0,0,0.0,0,0.0,0,0.0
1801,2024-11-28 110616,中性,饱腹,0,0.0,0,0.0,0,0.0,0,0.0
1802,2024-11-28 110616,中性,饱腹,0,0.0,0,0.0,0,0.0,0,0.0
1803,2024-11-28 110616,中性,饱腹,0,0.0,0,0.0,0,0.0,0,0.0
1804,2024-11-28 110616,中性,饱腹,0,0.0,0,0.0,0,0.0,0,0.0
1805,2024-11-28 110616,中性,饱腹,0,0.0,0,0.0,0,0.0,0,0.0
1806,2024-11-28 110616,中性,饱腹,0,0.0,0,0.0,0,0.0,0,0.0
1838,2024-12-06 135527,饥饿,微饿,0,0.0,1,3.0,1,3.0,5,3.0
1839,2024-12-06 135527,饥饿,微饿,0,0.0,1,3.0,1,3.0,5,3.0
1844,2024-12-06 135527,饥饿,微饿,0,0.0,8,197.0,11,268.0,44,268.0
1845,2024-12-06 135527,饥饿,微饿,0,0.0,6,43.0,12,154.0,41,154.0
1846,2024-12-06 135527,饥饿,微饿,0,0.0,6,43.0,13,188.0,44,188.0
1847,2024-12-06 135527,饥饿,微饿,0,0.0,6,43.0,13,188.0,44,188.0
1848,2024-12-06 135527,饥饿,微饿,0,0.0,6,43.0,13,188.0,44,188.0
1849,2024-12-06 135527,饥饿,微饿,0,0.0,7,134.0,14,279.0,48,279.0
1850,2024-12-06 135527,饥饿,微饿,0,0.0,3,100.0,10,245.0,30,245.0
1851,2024-12-06 135527,饥饿,微饿,0,0.0,3,100.0,9,225.0,27,225.0
1852,2024-12-06 135527,饥饿,微饿,0,0.0,2,95.0,9,267.0,25,267.0
1854,2024-12-06 135527,饥饿,微饿,0,0.0,1,91.0,8,238.0,21,238.0
1855,2024-12-06 135527,饥饿,微饿,0,0.0,1,91.0,5,188.0,14,188.0
1856,2024-12-06 135527,饥饿,微饿,0,0.0,0,0.0,4,97.0,10,97.0
1857,2024-12-06 135527,饥饿,微饿,0,0.0,0,0.0,4,97.0,10,97.0
1868,2024-12-06 135527,微饿,饥饿,0,0.0,5,178.0,8,226.0,30,226.0
1869,2024-12-06 135527,微饿,饥饿,0,0.0,5,178.0,8,226.0,30,226.0
1870,2024-12-06 135527,微饿,饥饿,0,0.0,6,189.0,10,288.0,37,288.0
1871,2024-12-06 135527,微饿,饥饿,0,0.0,6,193.0,10,296.0,37,296.0
1872,2024-12-06 135527,微饿,饥饿,0,0.0,7,201.0,9,272.0,37,282.0
1879,2024-12-06 135527,微饿,饥饿,0,0.0,6,84.0,9,142.0,34,152.0
1880,2024-12-06 135527,微饿,饥饿,0,0.0,5,73.0,9,129.0,31,139.0
1881,2024-12-06 135527,微饿,饥饿,1,1.0,3,53.0,10,125.0,29,125.0
1882,2024-12-06 135527,微饿,饥饿,2,13.0,2,30.0,10,118.0,30,130.0
1883,2024-12-06 135527,微饿,饥饿,2,13.0,0,0.0,10,93.0,25,105.0
1887,2024-12-06 135527,微饿,饥饿,2,13.0,1,3.0,13,129.0,34,141.0
1890,2024-12-06 135527,饥饿,饱腹,2,13.0,1,3.0,10,110.0,31,123.0
1891,2024-12-06 135527,饥饿,饱腹,0,0.0,1,3.0,8,104.0,24,105.0
1903,2024-12-06 135527,中性,饱腹,0,0.0,0,0.0,0,0.0,2,63.0
1904,2024-12-06 135527,中性,饱腹,0,0.0,0,0.0,0,0.0,2,63.0
1906,2024-12-06 135527,中性,饱腹,0,0.0,0,0.0,0,0.0,0,0.0
1907,2024-12-06 135527,中性,饱腹,0,0.0,0,0.0,0,0.0,0,0.0
1914,2024-12-06 135527,微饿,饱腹,0,0.0,0,0.0,0,0.0,0,0.0
1915,2024-12-06 135527,中性,饱腹,0,0.0,0,0.0,0,0.0,0,0.0
1917,2024-12-06 135527,中性,饱腹,0,0.0,0,0.0,0,0.0,2,33.0
1918,2024-12-06 135527,饱腹,中性,0,0.0,0,0.0,0,0.0,4,41.0
1921,2024-12-06 135527,饱腹,中性,0,0.0,0,0.0,0,0.0,6,101.0
1948,2024-12-06 110804,饱腹,微饿,0,0.0,0,0.0,2,5.0,9,11.0
1950,2024-12-06 110804,饱腹,微饿,0,0.0,0,0.0,2,5.0,13,22.0
1951,2024-12-06 110804,饱腹,微饿,0,0.0,0,0.0,1,4.0,10,21.0
1953,2024-12-06 110804,饥饿,微饿,0,0.0,0,0.0,0,0.0,8,17.0
1954,2024-12-06 110804,饥饿,微饿,0,0.0,0,0.0,0,0.0,8,17.0
1960,2024-12-06 110804,中性,饥饿,0,0.0,0,0.0,0,0.0,0,0.0
1961,2024-12-06 110804,中性,饥饿,0,0.0,0,0.0,0,0.0,0,0.0
1962,2024-12-06 110804,中性,饥饿,0,0.0,0,0.0,0,0.0,0,0.0
1963,2024-12-06 110804,饱腹,饥饿,0,0.0,0,0.0,0,0.0,0,0.0
1964,2024-12-06 110804,微饿,饥饿,0,0.0,1,5.0,0,0.0,2,5.0
1967,2024-12-06 110804,微饿,饥饿,0,0.0,1,5.0,0,0.0,2,5.0
1969,2024-12-06 110804,微饿,饥饿,0,0.0,1,5.0,0,0.0,2,5.0
1970,2024-12-06 110804,微饿,饥饿,0,0.0,1,5.0,1,10.0,4,15.0
1971,2024-12-06 110804,微饿,饥饿,0,0.0,1,5.0,1,10.0,4,15.0
1972,2024-12-06 110804,微饿,饥饿,0,0.0,1,5.0,1,10.0,4,15.0
1980,2024-12-06 110804,饱腹,饥饿,0,0.0,0,0.0,0,0.0,0,0.0
1981,2024-12-06 110804,中性,饥饿,0,0.0,0,0.0,0,0.0,0,0.0
1982,2024-12-06 110804,中性,饥饿,0,0.0,0,0.0,0,0.0,0,0.0
1983,2024-12-06 110804,中性,饥饿,0,0.0,0,0.0,0,0.0,0,0.0
1984,2024-12-06 110804,中性,饥饿,0,0.0,0,0.0,0,0.0,0,0.0
1985,2024-12-06 110804,中性,饥饿,0,0.0,0,0.0,0,0.0,0,0.0
1999,2024-12-06 110804,中性,饱腹,0,0.0,0,0.0,0,0.0,6,17.0
2000,2024-12-06 110804,中性,饱腹,0,0.0,0,0.0,0,0.0,6,17.0
2001,2024-12-06 110804,中性,饱腹,0,0.0,0,0.0,0,0.0,6,17.0
2002,2024-12-06 110804,中性,饱腹,0,0.0,0,0.0,0,0.0,6,17.0
2003,2024-12-06 110804,中性,饱腹,0,0.0,0,0.0,0,0.0,6,17.0
2005,2024-12-06 110804,中性,饱腹,0,0.0,0,0.0,0,0.0,6,17.0
2006,2024-12-06 110804,中性,饱腹,0,0.0,0,0.0,0,0.0,2,3.0
2007,2024-12-06 110804,中性,饱腹,0,0.0,0,0.0,0,0.0,2,3.0
2008,2024-12-06 110804,中性,饱腹,0,0.0,0,0.0,0,0.0,0,0.0
2009,2024-12-06 110804,中性,饱腹,0,0.0,0,0.0,0,0.0,0,0.0
2010,2024-12-06 110804,中性,饱腹,0,0.0,0,0.0,0,0.0,4,64.0
2011,2024-12-06 110804,中性,饱腹,0,0.0,0,0.0,0,0.0,4,64.0
2012,2024-12-06 110804,中性,饱腹,0,0.0,0,0.0,0,0.0,6,101.0
2013,2024-12-06 110804,中性,饱腹,0,0.0,0,0.0,0,0.0,6,101.0
2014,2024-12-06 110804,中性,饱腹,0,0.0,0,0.0,0,0.0,6,101.0
2015,2024-12-06 110804,中性,饱腹,0,0.0,0,0.0,0,0.0,8,198.0
2025,2024-12-06 110804,饱腹,中性,0,0.0,0,0.0,0,0.0,8,173.0
2026,2024-12-06 110804,饱腹,中性,0,0.0,0,0.0,0,0.0,8,173.0
2041,2024-12-06 110804,饱腹,中性,0,0.0,0,0.0,0,0.0,6,81.0
2046,2024-12-09 110631,中性,微饿,0,0.0,0,0.0,0,0.0,0,0.0
2047,2024-12-09 110631,中性,微饿,0,0.0,0,0.0,0,0.0,0,0.0
2048,2024-12-09 110631,中性,微饿,0,0.0,0,0.0,0,0.0,0,0.0
2049,2024-12-09 110631,中性,微饿,0,0.0,0,0.0,0,0.0,0,0.0
2050,2024-12-09 110631,中性,微饿,0,0.0,0,0.0,0,0.0,0,0.0
2051,2024-12-09 110631,中性,微饿,0,0.0,0,0.0,0,0.0,0,0.0
2052,2024-12-09 110631,中性,微饿,0,0.0,0,0.0,0,0.0,0,0.0
2063,2024-12-09 110631,饱腹,微饿,0,0.0,0,0.0,1,1.0,4,5.0
2064,2024-12-09 110631,饱腹,微饿,0,0.0,0,0.0,1,1.0,4,5.0
2065,2024-12-09 110631,饥饿,微饿,0,0.0,0,0.0,1,1.0,4,5.0
2067,2024-12-09 110631,微饿,饥饿,0,0.0,0,0.0,1,1.0,4,5.0
2068,2024-12-09 110631,微饿,饥饿,0,0.0,0,0.0,1,1.0,4,5.0
2069,2024-12-09 110631,微饿,饥饿,0,0.0,0,0.0,1,1.0,4,5.0
2070,2024-12-09 110631,微饿,饥饿,0,0.0,0,0.0,1,1.0,2,1.0
2071,2024-12-09 110631,微饿,饥饿,0,0.0,0,0.0,1,1.0,2,1.0
2072,2024-12-09 110631,中性,饥饿,0,0.0,0,0.0,0,0.0,0,0.0
2073,2024-12-09 110631,中性,饥饿,0,0.0,0,0.0,0,0.0,0,0.0
2074,2024-12-09 110631,饱腹,饥饿,0,0.0,0,0.0,0,0.0,0,0.0
2075,2024-12-09 110631,中性,饥饿,0,0.0,0,0.0,0,0.0,0,0.0
2076,2024-12-09 110631,中性,饥饿,0,0.0,0,0.0,0,0.0,0,0.0
2077,2024-12-09 110631,中性,饥饿,0,0.0,0,0.0,0,0.0,0,0.0
2078,2024-12-09 110631,中性,饥饿,0,0.0,0,0.0,0,0.0,0,0.0
2079,2024-12-09 110631,中性,饥饿,0,0.0,0,0.0,0,0.0,0,0.0
2080,2024-12-09 110631,微饿,饥饿,0,0.0,0,0.0,1,6.0,2,6.0
2085,2024-12-09 110631,微饿,饥饿,0,0.0,0,0.0,1,6.0,2,6.0
2087,2024-12-09 110631,微饿,饥饿,0,0.0,0,0.0,1,6.0,2,6.0
2089,2024-12-09 110631,饱腹,饥饿,0,0.0,0,0.0,0,0.0,0,0.0
2090,2024-12-09 110631,中性,饥饿,0,0.0,0,0.0,0,0.0,0,0.0
2091,2024-12-09 110631,中性,饥饿,0,0.0,0,0.0,0,0.0,0,0.0
2092,2024-12-09 110631,中性,饥饿,0,0.0,0,0.0,0,0.0,0,0.0
2093,2024-12-09 110631,饱腹,饥饿,0,0.0,0,0.0,0,0.0,0,0.0
2094,2024-12-09 110631,中性,饥饿,0,0.0,0,0.0,0,0.0,0,0.0
2095,2024-12-09 110631,中性,饥饿,0,0.0,0,0.0,0,0.0,0,0.0
2101,2024-12-09 110631,中性,饱腹,0,0.0,0,0.0,0,0.0,0,0.0
2102,2024-12-09 110631,中性,饱腹,0,0.0,0,0.0,0,0.0,0,0.0
2110,2024-12-09 110631,中性,饱腹,0,0.0,0,0.0,0,0.0,2,10.0
2111,2024-12-09 110631,中性,饱腹,0,0.0,0,0.0,0,0.0,2,10.0
2113,2024-12-09 110631,中性,饱腹,0,0.0,0,0.0,0,0.0,4,177.0
2114,2024-12-09 110631,中性,饱腹,0,0.0,0,0.0,0,0.0,2,167.0
2115,2024-12-09 110631,中性,饱腹,0,0.0,0,0.0,0,0.0,2,167.0
2116,2024-12-09 110631,中性,饱腹,0,0.0,0,0.0,0,0.0,2,167.0
2117,2024-12-09 110631,中性,饱腹,0,0.0,0,0.0,0,0.0,2,167.0
2118,2024-12-09 110631,中性,饱腹,0,0.0,0,0.0,0,0.0,0,0.0
2119,2024-12-09 110631,中性,饱腹,0,0.0,0,0.0,0,0.0,0,0.0
2120,2024-12-09 110631,中性,饱腹,0,0.0,0,0.0,0,0.0,0,0.0
2121,2024-12-09 110631,中性,饱腹,0,0.0,0,0.0,0,0.0,0,0.0
2122,2024-12-09 110631,中性,饱腹,0,0.0,0,0.0,0,0.0,0,0.0
2123,2024-12-09 110631,中性,饱腹,0,0.0,0,0.0,0,0.0,0,0.0
2124,2024-12-09 110631,中性,饱腹,0,0.0,0,0.0,0,0.0,0,0.0
2125,2024-12-09 110631,中性,饱腹,0,0.0,0,0.0,0,0.0,0,0.0
2137,2024-12-10 135100,饥饿,微饿,0,0.0,4,75.0,0,0.0,8,75.0
2145,2024-12-10 135100,饥饿,微饿,0,0.0,13,96.0,2,8.0,28,102.0
2146,2024-12-10 135100,饱腹,微饿,0,0.0,11,81.0,2,8.0,28,101.0
2149,2024-12-10 135100,饥饿,微饿,0,0.0,13,107.0,2,8.0,41,167.0
2150,2024-12-10 135100,饥饿,微饿,0,0.0,12,94.0,2,8.0,41,159.0
2151,2024-12-10 135100,饥饿,微饿,0,0.0,12,94.0,2,8.0,41,159.0
2152,2024-12-10 135100,饥饿,微饿,0,0.0,7,78.0,0,0.0,31,143.0
2153,2024-12-10 135100,饥饿,微饿,0,0.0,6,86.0,0,0.0,30,151.0
2156,2024-12-10 135100,饥饿,微饿,0,0.0,13,166.0,0,0.0,40,211.0
2157,2024-12-10 135100,饥饿,微饿,0,0.0,13,166.0,0,0.0,38,199.0
2158,2024-12-10 135100,饥饿,微饿,0,0.0,12,154.0,0,0.0,31,163.0
2159,2024-12-10 135100,饥饿,微饿,0,0.0,11,140.0,0,0.0,25,140.0
2162,2024-12-10 135100,饥饿,微饿,0,0.0,15,144.0,1,5.0,34,144.0
2164,2024-12-10 135100,微饿,饥饿,0,0.0,10,102.0,1,5.0,22,102.0
2165,2024-12-10 135100,微饿,饥饿,0,0.0,8,62.0,1,5.0,17,62.0
2166,2024-12-10 135100,微饿,饥饿,0,0.0,8,54.0,2,6.0,17,54.0
2167,2024-12-10 135100,微饿,饥饿,0,0.0,13,73.0,4,14.0,27,73.0
2168,2024-12-10 135100,微饿,饥饿,0,0.0,15,114.0,4,14.0,31,114.0
2169,2024-12-10 135100,微饿,饥饿,0,0.0,15,114.0,4,14.0,31,114.0
2171,2024-12-10 135100,微饿,饥饿,0,0.0,13,112.0,3,9.0,27,112.0
2176,2024-12-10 135100,微饿,饥饿,0,0.0,19,231.0,2,8.0,42,231.0
2177,2024-12-10 135100,微饿,饥饿,0,0.0,14,217.0,0,0.0,32,217.0
2178,2024-12-10 135100,微饿,饥饿,0,0.0,15,212.0,0,0.0,34,212.0
2179,2024-12-10 135100,微饿,饥饿,0,0.0,14,191.0,0,0.0,32,191.0
2180,2024-12-10 135100,微饿,饥饿,0,0.0,12,184.0,0,0.0,27,184.0
2181,2024-12-10 135100,微饿,饥饿,0,0.0,12,184.0,0,0.0,27,184.0
2182,2024-12-10 135100,微饿,饥饿,0,0.0,10,182.0,0,0.0,23,182.0
2183,2024-12-10 135100,微饿,饥饿,0,0.0,8,164.0,0,0.0,18,164.0
2184,2024-12-10 135100,微饿,饥饿,0,0.0,8,231.0,1,3.0,20,234.0
2186,2024-12-10 135100,微饿,饥饿,0,0.0,8,207.0,1,3.0,20,210.0
2187,2024-12-10 135100,微饿,饥饿,0,0.0,8,207.0,1,3.0,20,210.0
2188,2024-12-10 135100,微饿,饥饿,0,0.0,8,204.0,1,3.0,20,207.0
2189,2024-12-10 135100,微饿,饥饿,0,0.0,8,204.0,1,3.0,20,207.0
2190,2024-12-10 135100,微饿,饥饿,0,0.0,7,96.0,1,3.0,17,99.0
2192,2024-12-10 135100,微饿,饥饿,0,0.0,11,152.0,1,3.0,28,171.0
2193,2024-12-10 135100,微饿,饥饿,0,0.0,11,152.0,1,3.0,28,171.0
2214,2024-12-10 135100,中性,饱腹,0,0.0,0,0.0,0,0.0,0,0.0
2215,2024-12-10 135100,中性,饱腹,0,0.0,0,0.0,0,0.0,0,0.0
2219,2024-12-10 135100,饥饿,饱腹,0,0.0,0,0.0,0,0.0,0,0.0
2220,2024-12-10 135100,中性,饱腹,0,0.0,0,0.0,0,0.0,0,0.0
2221,2024-12-10 135100,中性,饱腹,0,0.0,0,0.0,0,0.0,0,0.0
2223,2024-12-10 135100,中性,饱腹,0,0.0,0,0.0,0,0.0,2,85.0
2229,2024-12-10 135100,饱腹,中性,0,0.0,0,0.0,0,0.0,4,257.0
2233,2024-12-10 135100,饥饿,中性,0,0.0,0,0.0,0,0.0,0,0.0
2234,2024-12-10 135100,微饿,中性,0,0.0,0,0.0,0,0.0,0,0.0
2241,2024-12-10 135100,饱腹,中性,0,0.0,0,0.0,0,0.0,2,89.0
2248,2024-12-10 135100,饱腹,中性,0,0.0,0,0.0,0,0.0,2,93.0
2252,2024-12-10 135100,饱腹,中性,0,0.0,0,0.0,0,0.0,2,93.0
2253,2024-12-10 135100,饱腹,中性,0,0.0,0,0.0,0,0.0,4,205.0
2259,2024-12-11 110852,饥饿,微饿,1,10.0,0,0.0,0,0.0,2,10.0
2271,2024-12-11 110852,饱腹,微饿,0,0.0,0,0.0,0,0.0,0,0.0
2273,2024-12-11 110852,饥饿,微饿,0,0.0,1,5.0,0,0.0,2,5.0
2274,2024-12-11 110852,饥饿,微饿,0,0.0,1,5.0,0,0.0,2,5.0
2275,2024-12-11 110852,饥饿,微饿,0,0.0,1,5.0,0,0.0,2,5.0
2276,2024-12-11 110852,饥饿,微饿,0,0.0,1,5.0,0,0.0,2,5.0
2277,2024-12-11 110852,饥饿,微饿,0,0.0,1,5.0,0,0.0,2,5.0
2278,2024-12-11 110852,饥饿,微饿,0,0.0,1,5.0,0,0.0,2,5.0
2279,2024-12-11 110852,饥饿,微饿,0,0.0,1,5.0,0,0.0,2,5.0
2280,2024-12-11 110852,饥饿,微饿,0,0.0,1,5.0,0,0.0,2,5.0
2281,2024-12-11 110852,饥饿,微饿,0,0.0,1,5.0,0,0.0,2,5.0
2282,2024-12-11 110852,中性,微饿,0,0.0,0,0.0,0,0.0,0,0.0
2283,2024-12-11 110852,中性,微饿,0,0.0,0,0.0,0,0.0,0,0.0
2285,2024-12-11 110852,微饿,饥饿,0,0.0,1,5.0,1,4.0,4,9.0
2286,2024-12-11 110852,微饿,饥饿,0,0.0,5,27.0,4,21.0,13,31.0
2287,2024-12-11 110852,微饿,饥饿,0,0.0,5,27.0,5,35.0,15,45.0
2288,2024-12-11 110852,微饿,饥饿,0,0.0,5,27.0,5,35.0,15,45.0
2291,2024-12-11 110852,微饿,饥饿,0,0.0,7,35.0,7,45.0,21,58.0
2292,2024-12-11 110852,微饿,饥饿,0,0.0,7,35.0,7,45.0,21,58.0
2293,2024-12-11 110852,微饿,饥饿,0,0.0,7,35.0,7,45.0,21,58.0
2300,2024-12-11 110852,中性,饥饿,0,0.0,0,0.0,0,0.0,0,0.0
2301,2024-12-11 110852,中性,饥饿,0,0.0,0,0.0,0,0.0,0,0.0
2302,2024-12-11 110852,中性,饥饿,0,0.0,0,0.0,0,0.0,0,0.0
2303,2024-12-11 110852,中性,饥饿,0,0.0,0,0.0,0,0.0,0,0.0
2304,2024-12-11 110852,中性,饥饿,0,0.0,0,0.0,0,0.0,0,0.0
2305,2024-12-11 110852,中性,饥饿,0,0.0,0,0.0,0,0.0,0,0.0
2306,2024-12-11 110852,中性,饥饿,0,0.0,0,0.0,0,0.0,0,0.0
2307,2024-12-11 110852,中性,饥饿,0,0.0,0,0.0,0,0.0,0,0.0
2308,2024-12-11 110852,中性,饥饿,0,0.0,0,0.0,0,0.0,0,0.0
2309,2024-12-11 110852,中性,饥饿,0,0.0,0,0.0,0,0.0,0,0.0
2310,2024-12-11 110852,中性,饥饿,0,0.0,0,0.0,0,0.0,0,0.0
2311,2024-12-11 110852,中性,饥饿,0,0.0,0,0.0,0,0.0,0,0.0
2312,2024-12-11 110852,中性,饥饿,0,0.0,0,0.0,0,0.0,0,0.0
2313,2024-12-11 110852,中性,饥饿,0,0.0,0,0.0,0,0.0,0,0.0
2317,2024-12-11 110852,中性,饱腹,0,0.0,0,0.0,0,0.0,0,0.0
2324,2024-12-11 110852,中性,饱腹,0,0.0,0,0.0,0,0.0,0,0.0
2330,2024-12-11 110852,中性,饱腹,0,0.0,0,0.0,0,0.0,0,0.0
2331,2024-12-11 110852,中性,饱腹,0,0.0,0,0.0,0,0.0,0,0.0
2332,2024-12-11 110852,中性,饱腹,0,0.0,0,0.0,0,0.0,0,0.0
2333,2024-12-11 110852,中性,饱腹,0,0.0,0,0.0,0,0.0,0,0.0
2334,2024-12-11 110852,中性,饱腹,0,0.0,0,0.0,0,0.0,2,80.0
2335,2024-12-11 110852,中性,饱腹,0,0.0,0,0.0,0,0.0,4,98.0
2336,2024-12-11 110852,中性,饱腹,0,0.0,0,0.0,0,0.0,4,98.0
2341,2024-12-11 110852,中性,饱腹,0,0.0,0,0.0,0,0.0,4,73.0
2343,2024-12-11 110852,中性,饱腹,0,0.0,0,0.0,0,0.0,6,226.0
2344,2024-12-11 110852,饱腹,中性,0,0.0,0,0.0,0,0.0,6,226.0
2371,2024-12-11 110852,饱腹,中性,0,0.0,0,0.0,0,0.0,0,0.0
2372,2024-12-11 110852,微饿,中性,0,0.0,0,0.0,0,0.0,0,0.0
2373,2024-12-11 110852,微饿,中性,0,0.0,0,0.0,0,0.0,0,0.0
2375,2024-12-13 134629,饥饿,微饿,0,0.0,7,85.0,1,3.0,17,89.0
2377,2024-12-13 134629,饥饿,微饿,0,0.0,11,118.0,3,14.0,26,125.0
2378,2024-12-13 134629,饥饿,微饿,0,0.0,10,108.0,3,14.0,24,115.0
2379,2024-12-13 134629,饥饿,微饿,0,0.0,9,99.0,3,14.0,20,102.0
2381,2024-12-13 134629,饥饿,微饿,0,0.0,8,96.0,2,11.0,18,99.0
2383,2024-12-13 134629,饥饿,微饿,0,0.0,8,84.0,2,11.0,20,92.0
2384,2024-12-13 134629,饥饿,微饿,0,0.0,7,69.0,2,11.0,20,81.0
2387,2024-12-13 134629,饥饿,微饿,0,0.0,1,14.0,0,0.0,8,30.0
2388,2024-12-13 134629,饥饿,微饿,0,0.0,1,14.0,0,0.0,8,30.0
2389,2024-12-13 134629,饥饿,微饿,0,0.0,1,14.0,0,0.0,8,30.0
2390,2024-12-13 134629,饥饿,微饿,0,0.0,1,14.0,0,0.0,8,30.0
2393,2024-12-13 134629,微饿,饥饿,0,0.0,0,0.0,0,0.0,4,11.0
2397,2024-12-13 134629,微饿,饥饿,0,0.0,3,60.0,1,10.0,8,70.0
2398,2024-12-13 134629,微饿,饥饿,0,0.0,3,60.0,1,10.0,8,70.0
2399,2024-12-13 134629,微饿,饥饿,0,0.0,3,60.0,1,10.0,8,70.0
2400,2024-12-13 134629,微饿,饥饿,0,0.0,3,60.0,1,10.0,10,85.0
2401,2024-12-13 134629,微饿,饥饿,0,0.0,3,60.0,1,10.0,10,85.0
2403,2024-12-13 134629,微饿,饥饿,0,0.0,3,32.0,3,23.0,12,65.0
2404,2024-12-13 134629,微饿,饥饿,0,0.0,2,27.0,3,23.0,10,60.0
2405,2024-12-13 134629,微饿,饥饿,0,0.0,2,27.0,3,23.0,10,60.0
2406,2024-12-13 134629,微饿,饥饿,0,0.0,3,39.0,3,23.0,12,72.0
2407,2024-12-13 134629,微饿,饥饿,0,0.0,4,50.0,2,13.0,12,73.0
2411,2024-12-13 134629,微饿,饥饿,0,0.0,5,80.0,2,13.0,12,88.0
2413,2024-12-13 134629,微饿,饥饿,0,0.0,5,89.0,0,0.0,10,89.0
2416,2024-12-13 134629,微饿,饥饿,0,0.0,4,77.0,0,0.0,8,77.0
2417,2024-12-13 134629,微饿,饥饿,0,0.0,3,66.0,0,0.0,6,66.0
2420,2024-12-13 134629,微饿,饥饿,0,0.0,4,69.0,0,0.0,8,69.0
2436,2024-12-13 134629,中性,饱腹,0,0.0,0,0.0,0,0.0,8,214.0
2438,2024-12-13 134629,中性,饱腹,0,0.0,0,0.0,0,0.0,8,203.0
2439,2024-12-13 134629,中性,饱腹,0,0.0,0,0.0,0,0.0,6,185.0
2440,2024-12-13 134629,中性,饱腹,0,0.0,0,0.0,0,0.0,8,239.0
2441,2024-12-13 134629,中性,饱腹,0,0.0,0,0.0,0,0.0,6,200.0
